type,rho
brightness_adjustment,0.8740347903686047
brightness_adjustment,0.9279371883535997
brightness_adjustment,0.8404819966861803
brightness_adjustment,0.6367539067533343
brightness_adjustment,0.6244441370988818
brightness_adjustment,0.8921781182873812
brightness_adjustment,0.8332046833030337
brightness_adjustment,0.6754782922505791
brightness_adjustment,0.9163520400830584
brightness_adjustment,0.959087279422397
brightness_adjustment,0.9720691163551534
brightness_adjustment,0.9423382478725744
brightness_adjustment,0.43895553288542105
brightness_adjustment,0.42746082414600756
brightness_adjustment,0.4468570501374548
brightness_adjustment,0.07716910282888302
brightness_adjustment,0.6873800722650323
brightness_adjustment,0.7846833067540419
brightness_adjustment,0.91221037329291
brightness_adjustment,0.841468250016516
brightness_adjustment,0.2887279098266319
brightness_adjustment,0.6385889117730952
brightness_adjustment,0.6694297313220176
brightness_adjustment,0.6469723927751333
brightness_adjustment,0.45920317203155725
brightness_adjustment,0.5737714263162893
brightness_adjustment,0.5038710955398843
brightness_adjustment,0.20638909849468462
brightness_adjustment,0.8922789382101101
brightness_adjustment,0.9330214508363139
brightness_adjustment,0.9469872515804539
brightness_adjustment,0.8485263125423886
brightness_adjustment,0.8819366247355007
brightness_adjustment,0.9334900275002688
brightness_adjustment,0.9302215725262156
brightness_adjustment,0.8363409130663054
brightness_adjustment,0.5987521500715401
brightness_adjustment,0.8283001349306901
brightness_adjustment,0.870806611086183
brightness_adjustment,0.6159029590637063
brightness_adjustment,0.5916552909006979
brightness_adjustment,0.8367326144059999
brightness_adjustment,0.7772604738545906
brightness_adjustment,0.5516442894928045
brightness_adjustment,0.8900296771505201
brightness_adjustment,0.9577810705544394
brightness_adjustment,0.9721452840563051
brightness_adjustment,0.9250614994486502
brightness_adjustment,0.8892446739366674
brightness_adjustment,0.9376999569318677
brightness_adjustment,0.9123954330479532
brightness_adjustment,0.8582964870607458
brightness_adjustment,0.5320344693949985
brightness_adjustment,0.8090318731247933
brightness_adjustment,0.8991159629645473
brightness_adjustment,0.8315505301486003
brightness_adjustment,0.9506148004475494
brightness_adjustment,0.9624316017103896
brightness_adjustment,0.9641016503617006
brightness_adjustment,0.624878824975588
brightness_adjustment,0.8975753706284856
brightness_adjustment,0.9439252005339852
brightness_adjustment,0.92947853075462
brightness_adjustment,0.8443635594521752
brightness_adjustment,0.9477441674318919
brightness_adjustment,0.9606432718015366
brightness_adjustment,0.9558801842678916
brightness_adjustment,0.9272809133722834
brightness_adjustment,0.7443020044763704
brightness_adjustment,0.9070324306781795
brightness_adjustment,0.8223589063466481
brightness_adjustment,0.7809187662875862
brightness_adjustment,0.8779446463204377
brightness_adjustment,0.9364151228548309
brightness_adjustment,0.9417843888509202
brightness_adjustment,0.9235839286237941
brightness_adjustment,0.9618905227232053
brightness_adjustment,0.9740007223563738
brightness_adjustment,0.9531970268902635
brightness_adjustment,0.932613474132745
brightness_adjustment,0.9455740454153844
brightness_adjustment,0.9611204834188807
brightness_adjustment,0.963515342771545
brightness_adjustment,0.8952102944895372
brightness_adjustment,0.9390237536207215
brightness_adjustment,0.9558395706515461
brightness_adjustment,0.9425413243237087
brightness_adjustment,0.8731090740388637
brightness_adjustment,0.8194708175805834
brightness_adjustment,0.9027474117150185
brightness_adjustment,0.9010730782611451
brightness_adjustment,0.8165666888885353
brightness_adjustment,0.7615338772056529
brightness_adjustment,0.8616273831858893
brightness_adjustment,0.9384615890915474
brightness_adjustment,0.855835342543842
brightness_adjustment,0.8532440215987742
brightness_adjustment,0.9272659381138009
brightness_adjustment,0.947270573863564
brightness_adjustment,0.8888702980654343
brightness_adjustment,0.8297720797720798
brightness_adjustment,0.9708544673271648
brightness_adjustment,0.9776896618062623
brightness_adjustment,0.9534017277015412
brightness_adjustment,0.9148934683221475
brightness_adjustment,0.9724657367997727
brightness_adjustment,0.9543067010323166
brightness_adjustment,0.9249023790537045
brightness_adjustment,0.9492156160764272
brightness_adjustment,0.9691538684961614
brightness_adjustment,0.9728151448344985
brightness_adjustment,0.9584659174780934
brightness_adjustment,0.9211299362120633
brightness_adjustment,0.9414398138997248
brightness_adjustment,0.954946203434765
brightness_adjustment,0.7188927062345387
brightness_adjustment,0.9444762208798042
brightness_adjustment,0.9734319482307101
brightness_adjustment,0.9411593700481846
brightness_adjustment,0.9144402670225104
brightness_adjustment,0.9046752059284786
brightness_adjustment,0.9438898101943193
brightness_adjustment,0.9648088442736159
brightness_adjustment,0.8869354664916197
brightness_adjustment,0.8772859833696892
brightness_adjustment,0.9584218486464502
brightness_adjustment,0.9440200470094895
brightness_adjustment,0.6715589306085228
brightness_adjustment,0.970860839506373
brightness_adjustment,0.9881685050964523
brightness_adjustment,0.9649864443846643
brightness_adjustment,0.932247466219985
brightness_adjustment,0.7116558276471773
brightness_adjustment,0.8745321609048127
brightness_adjustment,0.6464044971716268
brightness_adjustment,0.5398885334652525
