type,rho
brightness_adjustment,0.9985040207476199
brightness_adjustment,1.0
brightness_adjustment,0.9995070717157943
brightness_adjustment,0.9995029227833166
brightness_adjustment,0.9997492016415739
brightness_adjustment,0.9997492016415739
brightness_adjustment,0.9990344997361165
brightness_adjustment,0.9979744614052223
brightness_adjustment,0.9971446137495295
brightness_adjustment,0.9995952488888716
brightness_adjustment,0.9971392226866882
brightness_adjustment,0.992665671796199
brightness_adjustment,0.9991305808374431
brightness_adjustment,0.9991305808374431
brightness_adjustment,0.9991305808374431
brightness_adjustment,0.9991305808374431
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.999708467874196
brightness_adjustment,0.9994381000704069
brightness_adjustment,0.999503650121058
brightness_adjustment,0.9995157723522256
brightness_adjustment,0.9995157723522256
brightness_adjustment,0.9997565721892757
brightness_adjustment,0.9973363629414528
brightness_adjustment,0.9991141100580193
brightness_adjustment,0.999566248348044
brightness_adjustment,0.999566248348044
brightness_adjustment,0.9933003879590838
brightness_adjustment,0.9979774380390499
brightness_adjustment,0.9989876619783495
brightness_adjustment,0.9982977075934862
brightness_adjustment,0.9991501420728529
brightness_adjustment,0.999453189563056
brightness_adjustment,0.9980113037018012
brightness_adjustment,0.9960775414342411
brightness_adjustment,0.9997795314168104
brightness_adjustment,0.9995194228066653
brightness_adjustment,0.9995194228066653
brightness_adjustment,0.9995194228066653
brightness_adjustment,0.9986578710510519
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9995529542133806
brightness_adjustment,0.9996478771724626
brightness_adjustment,0.9996478771724626
brightness_adjustment,0.9996478771724626
brightness_adjustment,0.999298549188332
brightness_adjustment,0.9984179913881882
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9994803774671206
brightness_adjustment,0.9970624525817017
brightness_adjustment,0.9983399953282582
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9992526329956544
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9974813701086963
brightness_adjustment,0.9971168285180543
brightness_adjustment,0.9996235244407072
brightness_adjustment,0.9996448155758636
brightness_adjustment,0.9970278354136857
brightness_adjustment,0.9928904868415913
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9996914577417446
brightness_adjustment,0.9974602769606108
brightness_adjustment,0.9989990574824507
brightness_adjustment,0.9989990574824507
brightness_adjustment,0.9989990574824507
brightness_adjustment,0.9945668347945951
brightness_adjustment,0.9996737217959044
brightness_adjustment,0.9993291685128227
brightness_adjustment,0.9973321073074284
brightness_adjustment,0.9977159914356378
brightness_adjustment,0.9988081319040303
brightness_adjustment,0.9996026797141823
brightness_adjustment,0.9988457845806046
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9996942071831413
brightness_adjustment,0.9975401578359719
brightness_adjustment,0.9975753588402154
brightness_adjustment,0.9991510695260459
brightness_adjustment,0.9997158999467378
brightness_adjustment,0.9991402048582477
brightness_adjustment,0.9974270598462681
brightness_adjustment,0.9994377899191823
brightness_adjustment,0.9989063452678273
brightness_adjustment,0.9980211657092493
brightness_adjustment,1.0
brightness_adjustment,0.9990888135823883
brightness_adjustment,0.9995286063480147
brightness_adjustment,0.9977068930182779
brightness_adjustment,0.999717859290053
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9994497620180128
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9983030889374114
brightness_adjustment,0.9963877756451986
brightness_adjustment,0.9984363440572541
brightness_adjustment,1.0
brightness_adjustment,0.9989911683553797
brightness_adjustment,0.9952693135653351
brightness_adjustment,0.9991579727373447
brightness_adjustment,0.9995487771861745
brightness_adjustment,0.9995487771861745
brightness_adjustment,0.9997780207804211
brightness_adjustment,0.9984225863545744
brightness_adjustment,1.0
brightness_adjustment,0.9994766282036823
brightness_adjustment,0.9984768493423797
brightness_adjustment,0.9970993406868542
brightness_adjustment,0.9990066764561728
brightness_adjustment,0.9993217119208723
brightness_adjustment,0.9996653762497073
brightness_adjustment,0.9989611761994394
brightness_adjustment,0.9995748095752002
brightness_adjustment,0.9997911421406082
brightness_adjustment,1.0
brightness_adjustment,0.9904201271518299
brightness_adjustment,0.997019979449099
brightness_adjustment,0.9986614997584446
brightness_adjustment,0.9966787649938765
brightness_adjustment,0.9991718129896405
brightness_adjustment,0.9991911580788455
brightness_adjustment,0.9991911580788455
brightness_adjustment,0.9989123413744123
brightness_adjustment,0.9997611704599835
brightness_adjustment,1.0
brightness_adjustment,0.9992996745000403
brightness_adjustment,0.9978191711406874
brightness_adjustment,0.9982055303840146
brightness_adjustment,0.9991997359339772
brightness_adjustment,0.9989221158422084
brightness_adjustment,0.9979222776842381
brightness_adjustment,0.9988437052864307
brightness_adjustment,1.0
brightness_adjustment,0.9996269935509653
brightness_adjustment,0.9992206575716148
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9988405003128084
brightness_adjustment,0.9972901039560197
brightness_adjustment,0.9987500253143023
brightness_adjustment,0.9995039826346023
brightness_adjustment,0.9992518994554946
brightness_adjustment,0.9992525866910639
brightness_adjustment,0.9991997266657949
brightness_adjustment,0.9995990652592737
brightness_adjustment,0.9995991220399384
brightness_adjustment,0.9979842686409485
brightness_adjustment,0.9990239134494722
brightness_adjustment,1.0
brightness_adjustment,0.9996107176876476
brightness_adjustment,0.9986713851003072
brightness_adjustment,0.9997325171943422
brightness_adjustment,1.0
brightness_adjustment,0.9982505501286091
brightness_adjustment,0.9970619344223763
brightness_adjustment,1.0
brightness_adjustment,0.9996564642179601
brightness_adjustment,0.9979124863306945
brightness_adjustment,0.996206815564468
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9981514582857369
brightness_adjustment,0.9963076630207852
brightness_adjustment,0.9913417770607125
brightness_adjustment,0.9989475796386162
brightness_adjustment,0.9964544143155483
brightness_adjustment,0.9961745406353005
brightness_adjustment,0.9994906333665029
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9997504890977206
brightness_adjustment,0.9991166987739465
brightness_adjustment,0.999711093412004
brightness_adjustment,1.0
brightness_adjustment,0.9997094840277082
brightness_adjustment,0.9996804513378342
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9993197047518623
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,1.0
brightness_adjustment,0.9995789428263548
brightness_adjustment,0.9991779705912519
brightness_adjustment,0.9987905070532609
brightness_adjustment,0.9987905070532609
brightness_adjustment,0.9997124243782063
brightness_adjustment,0.9997124243782063
brightness_adjustment,0.9994390044106808
brightness_adjustment,0.9975607746668392
brightness_adjustment,0.9993243436544902
brightness_adjustment,0.9996590572708703
brightness_adjustment,1.0
brightness_adjustment,0.9996672548001617
brightness_adjustment,0.9965759893712695
brightness_adjustment,0.9981456542264707
brightness_adjustment,0.9975674251720352
brightness_adjustment,0.9964247524324961
brightness_adjustment,0.9995062276601239
brightness_adjustment,1.0
brightness_adjustment,0.9994829885233013
brightness_adjustment,0.9992202469123106
brightness_adjustment,1.0
brightness_adjustment,1.0
